restaurants open at 10 morning time,/->/s/#let s go{'time'= '10:00 am'|1|'10 morning time')}
what's available for me and 2 others at 8:00 morning time on 15 aug 2019,/->/s/#let s go{'date'= '15 aug'|1|'15 aug 2019'; 'time'= '8:00 am'|1|'8:00 morning time'; 'people'= '3 people'|1|'me and 2 others')}
available blvd restaurant restaurants on october 25 2019 at 12:00 in the morning,/->/s/#let s go{'location restaurant or cuisine'= 'blvd'|0|'blvd restaurant'; 'date'= '25 oct'|1|'october 25  2019'; 'time'= '12:00 am'|1|'12:00 in the morning')}
reserve earls kitchen bar bellevue at 20:15,/s/->/book/details#time{'time'= '8:15 pm'|1|'20:15'; 'restaurant'= 'earls kitchen bar bellevue'|1|'earls kitchen bar bellevue')}
available thai restaurants on 22 oct 2019,/s/->/s/#find table{'date'= '22 oct'|1|'22 oct 2019'; 'location restaurant or cuisine'= 'thai'|0|'thai')}
tell me more about park lane public house,/s/->restaurant#restaurant{'restaurant'= 'park lane public house'|1|'park lane public house')}
tacoma restaurants for just 3,/->/s/#let s go{'location restaurant or cuisine'= 'tacoma'|0|'tacoma'; 'people'= '3 people'|1|'just 3')}
find me blvd restaurant restaurants at 5:00 in the morning,/->/s/#let s go{'location restaurant or cuisine'= 'blvd'|0|'blvd restaurant'; 'time'= '5:00 am'|1|'5:00 in the morning')}
which caribbean restaurants are available at 1 in the morning on 31 dec 2019,/s/->/s/#find table{'date'= '31 dec'|1|'31 dec 2019'; 'time'= '1:00 am'|1|'1 in the morning'; 'location restaurant or cuisine'= 'caribbean'|0|'caribbean')}
what's the avaiability on august 5 2019,restaurant->restaurant#find table{'date'= '5 aug'|1|'august 5  2019')}
available austin restaurants for 15 persons on december 13 2019 at 7:30 morning time,/->/s/#let s go{'location restaurant or cuisine'= 'austin'|0|'austin'; 'date'= '13 dec'|1|'december 13  2019'; 'time'= '7:30 am'|1|'7:30 morning time'; 'people'= '15 people'|1|'15 persons')}
available sushi restaurants on 30 aug 2019,/s/->/s/#find table{'date'= '30 aug'|1|'30 aug 2019'; 'location restaurant or cuisine'= 'sushi'|0|'sushi')}
what about a table here at 9:30 in the morning for the 20 of us,restaurant->restaurant#find table{'time'= '9:30 am'|1|'9:30 in the morning'; 'party size'= '20'|1|'the 20 of us')}
restaurant for the 17 of us,/->/s/#let s go{'people'= '17 people'|1|'the 17 of us')}||/s/->/s/#find table{'people'= '17 people'|1|'the 17 of us')}
find me georgian restaurants at 20:30,/s/->/s/#find table{'time'= '8:30 pm'|1|'20:30'; 'location restaurant or cuisine'= 'georgian'|0|'georgian')}
can you show me the menu photos and reviews of fins bistro,/s/->restaurant#restaurant{'restaurant'= 'fins bistro'|1|'fins bistro')}
which ristorante paradiso restaurants are available on 5 sep 2019,/s/->/s/#find table{'date'= '5 sep'|1|'5 sep 2019'; 'location restaurant or cuisine'= 'ristorante paradiso'|0|'ristorante paradiso')}
more information for formento s restaurant,City->restaurant#select restaurant{'select restaurant'= 'formento s'|1|'formento s restaurant')}
narrow down the results to lafayette,State->City#city{'city'= 'lafayette'|1|'lafayette')}
can you reserve on november 4 2019 for 18 guests,restaurant->restaurant#find table{'date'= '4 nov'|1|'november 4  2019'; 'party size'= '18'|1|'18 guests')}
palomino restaurants for a party of 11 people,/s/->/s/#find table{'people'= '11 people'|1|'a party of 11 people'; 'location restaurant or cuisine'= 'palomino'|0|'palomino')}
some ethiopian restaurants for november 15 2019,/s/->/s/#find table{'date'= '15 nov'|1|'november 15  2019'; 'location restaurant or cuisine'= 'ethiopian'|0|'ethiopian')}
book me a belgian restaurant for a group of 16 friends on 21 nov 2019 at 1:30 in the afternoon,/s/->/s/#find table{'date'= '21 nov'|1|'21 nov 2019'; 'time'= '1:30 pm'|1|'1:30 in the afternoon'; 'people'= '16 people'|1|'a group of 16 friends'; 'location restaurant or cuisine'= 'belgian'|0|'belgian')}
what's the avaiability on november 4 2019,restaurant->restaurant#find table{'date'= '4 nov'|1|'november 4  2019')}
reserve it under sarah lee,/book/details->/book/view#complete reservation{'first name'= 'sarah'|0|'sarah'; 'last name'= 'lee'|0|'lee')}
is it available for 5:45 pm in the evening,restaurant->/book/details#time{'time'= '5:45 pm'|1|'5:45 pm in the evening')}
what's available for me and my son at 8:00 in the evening on 23 jul 2019,/s/->/s/#find table{'date'= '23 jul'|1|'23 jul 2019'; 'time'= '8:00 pm'|1|'8:00 in the evening'; 'people'= '2 people'|1|'me and my son')}
where is amaro bistro,/s/->restaurant#restaurant{'restaurant'= 'amaro bistro'|1|'amaro bistro')}
which kirkland restaurants are available for just for 18,/s/->/s/#find table{'people'= '18 people'|1|'just for 18'; 'location restaurant or cuisine'= 'kirkland'|0|'kirkland')}
book earls kitchen bar bellevue at 5:30 evening time,/s/->/book/details#time{'time'= '5:30 pm'|1|'5:30 evening time'; 'restaurant'= 'earls kitchen bar bellevue'|1|'earls kitchen bar bellevue')}
available restaurants for 3 on july 19 2019 at 11:00 in the morning,/s/->/s/#find table{'date'= '19 jul'|1|'july 19  2019'; 'time'= '11:00 am'|1|'11:00 in the morning'; 'people'= '3 people'|1|'3')}
some asian places where I can go,/->/s/#let s go{'location restaurant or cuisine'= 'asian'|0|'asian')}||/s/->/s/#find table{'location restaurant or cuisine'= 'asian'|0|'asian')}
which indian restaurants are available for about 15 people,/s/->/s/#find table{'people'= '15 people'|1|'about 15 people'; 'location restaurant or cuisine'= 'indian'|0|'indian')}
can I book on november 20 2019 at 8 o'clock for about 2 people,restaurant->restaurant#find table{'time'= '8:00 pm'|1|"8 o'clock"; 'date'= '20 nov'|1|'november 20  2019'; 'party size'= '2'|1|'about 2 people')}
show me calcutta grill golf club at newcastle,/s/->restaurant#restaurant{'restaurant'= 'calcutta grill golf club at newcastle'|1|'calcutta grill golf club at newcastle')}
eden restaurant restaurants for 11 persons,/->/s/#let s go{'location restaurant or cuisine'= 'eden'|0|'eden restaurant'; 'people'= '11 people'|1|'11 persons')}
available restaurants for a group of 13 friends on october 24 2019 at 7:30 pm time,/->/s/#let s go{'date'= '24 oct'|1|'october 24  2019'; 'time'= '7:30 pm'|1|'7:30 pm time'; 'people'= '13 people'|1|'a group of 13 friends')}
available beachhouse bar grill restaurants for the 16 of us on 4 sep 2019,/->/s/#let s go{'location restaurant or cuisine'= 'beachhouse bar grill'|0|'beachhouse bar grill'; 'date'= '4 sep'|1|'4 sep 2019'; 'people'= '16 people'|1|'the 16 of us')}
which gluten free restaurants are available on 29 nov 2019,/->/s/#let s go{'location restaurant or cuisine'= 'gluten free'|0|'gluten free'; 'date'= '29 nov'|1|'29 nov 2019')}
which vegeterian restaurants are available at 4 morning time on 29 aug 2019,/->/s/#let s go{'location restaurant or cuisine'= 'vegeterian'|0|'vegeterian'; 'date'= '29 aug'|1|'29 aug 2019'; 'time'= '4:00 am'|1|'4 morning time')}
find me cambridge restaurants at 7 am time,/s/->/s/#find table{'time'= '7:00 am'|1|'7 am time'; 'location restaurant or cuisine'= 'cambridge'|0|'cambridge')}
show me more information for volterra kirkland,/s/->restaurant#restaurant{'restaurant'= 'volterra kirkland'|1|'volterra kirkland')}
find me amsterdam restaurants on july 25 2019 at 4:30 pm in the afternoon,/s/->/s/#find table{'date'= '25 jul'|1|'july 25  2019'; 'time'= '4:30 pm'|1|'4:30 pm in the afternoon'; 'location restaurant or cuisine'= 'amsterdam'|0|'amsterdam')}
find me renton restaurants at 7:30 am time,/s/->/s/#find table{'time'= '7:30 am'|1|'7:30 am time'; 'location restaurant or cuisine'= 'renton'|0|'renton')}
place the reservation for 7:30 in the evening,restaurant->/book/details#time{'time'= '7:30 pm'|1|'7:30 in the evening')}
some tao chicago restaurant restaurants on august 13 2019,/->/s/#let s go{'location restaurant or cuisine'= 'tao chicago'|0|'tao chicago restaurant'; 'date'= '13 aug'|1|'august 13  2019')}
I'm interested in russell s restaurant,/s/->restaurant#restaurant{'restaurant'= 'russell s restaurant'|1|'russell s restaurant')}
find me a restaurant for 16 on july 30 2019,/s/->/s/#find table{'date'= '30 jul'|1|'july 30  2019'; 'people'= '16 people'|1|'16')}
which chinese restaurants are available for group of 14,/s/->/s/#find table{'people'= '14 people'|1|'group of 14'; 'location restaurant or cuisine'= 'chinese'|0|'chinese')}
which zurich restaurants are available at 7:00 pm in the evening on november 11 2019,/s/->/s/#find table{'date'= '11 nov'|1|'november 11  2019'; 'time'= '7:00 pm'|1|'7:00 pm in the evening'; 'location restaurant or cuisine'= 'zurich'|0|'zurich')}
can I book on august 5 2019 at 10 o'clock for a group of 10 friends,restaurant->restaurant#find table{'time'= '10:00 pm'|1|"10 o'clock"; 'date'= '5 aug'|1|'august 5  2019'; 'party size'= '10'|1|'a group of 10 friends')}
available cajun/creole restaurants for the 17 of us on august 12 2019,/s/->/s/#find table{'date'= '12 aug'|1|'august 12  2019'; 'people'= '17 people'|1|'the 17 of us'; 'location restaurant or cuisine'= 'cajun/creole'|0|'cajun/creole')}
I would like for you to make this reservation for me for 7:30 pm time,restaurant->/book/details#time{'time'= '7:30 pm'|1|'7:30 pm time')}
what's available for about 7 people on 24 oct 2019,/s/->/s/#find table{'date'= '24 oct'|1|'24 oct 2019'; 'people'= '7 people'|1|'about 7 people')}
which barking frog restaurants are available on september 24 2019,/->/s/#let s go{'location restaurant or cuisine'= 'barking frog'|0|'barking frog'; 'date'= '24 sep'|1|'september 24  2019')}
get a table here for 6 in the evening,restaurant->/book/details#time{'time'= '6:00 pm'|1|'6 in the evening')}
find me chinese restaurants on july 1 2019 at 1:00 am in the morning,/s/->/s/#find table{'date'= '1 jul'|1|'july 1  2019'; 'time'= '1:00 am'|1|'1:00 am in the morning'; 'location restaurant or cuisine'= 'chinese'|0|'chinese')}
how is the lunch mains,restaurant->restaurant#menu type{'menu type'= 'lunch menu'|1|'lunch mains')}
show me some restaurants in washington d c state,/->State#restaurants in the united states{'restaurants in the united states'= 'washington d c'|1|'washington d c state')}
reserve carmine's bellevue at 4:00 pm in the afternoon,/s/->/book/details#time{'time'= '4:00 pm'|1|'4:00 pm in the afternoon'; 'restaurant'= "carmine's bellevue"|1|"carmine's bellevue")}
find me a restaurant for a party of 15 people on november 15 2019 at 5 o'clock,/->/s/#let s go{'date'= '15 nov'|1|'november 15  2019'; 'time'= '5:00 pm'|1|"5 o'clock"; 'people'= '15 people'|1|'a party of 15 people')}
available pizza restaurants at 9:00 morning time,/s/->/s/#find table{'time'= '9:00 am'|1|'9:00 morning time'; 'location restaurant or cuisine'= 'pizza'|0|'pizza')}
make a reservation for this for 6:45 in the evening,restaurant->/book/details#time{'time'= '6:45 pm'|1|'6:45 in the evening')}
I need to see the entrees to decide,restaurant->restaurant#menu type{'menu type'= 'dinner menu'|1|'entrees')}
finalize the reservation for 17:45,restaurant->/book/details#time{'time'= '5:45 pm'|1|'17:45')}
find me a restaurant for 9:30 am in the morning,/->/s/#let s go{'time'= '9:30 am'|1|'9:30 am in the morning')}||/s/->/s/#find table{'time'= '9:30 am'|1|'9:30 am in the morning')}
which venice restaurants are available at 3:30 in the morning on september 6 2019,/->/s/#let s go{'location restaurant or cuisine'= 'venice'|0|'venice'; 'date'= '6 sep'|1|'september 6  2019'; 'time'= '3:30 am'|1|'3:30 in the morning')}
find me a restaurant for 18 on 5 dec 2019,/->/s/#let s go{'date'= '5 dec'|1|'5 dec 2019'; 'people'= '18 people'|1|'18')}
available cafe juanita restaurants for a party of 8 people on 30 oct 2019 at 11:00 in the morning,/->/s/#let s go{'location restaurant or cuisine'= 'cafe juanita'|0|'cafe juanita'; 'date'= '30 oct'|1|'30 oct 2019'; 'time'= '11:00 am'|1|'11:00 in the morning'; 'people'= '8 people'|1|'a party of 8 people')}
is it available on 11 sep 2019 at 12:30 night time,restaurant->restaurant#find table{'time'= '12:30 pm'|1|'12:30 night time'; 'date'= '11 sep'|1|'11 sep 2019')}
show me some latin american restaurants,/s/->/s/#find table{'location restaurant or cuisine'= 'latin american'|0|'latin american')}
which izakaya restaurants are available at 8 am time on august 7 2019,/s/->/s/#find table{'date'= '7 aug'|1|'august 7  2019'; 'time'= '8:00 am'|1|'8 am time'; 'location restaurant or cuisine'= 'izakaya'|0|'izakaya')}
available whistler restaurants for 18 persons,/s/->/s/#find table{'people'= '18 people'|1|'18 persons'; 'location restaurant or cuisine'= 'whistler'|0|'whistler')}
find me osteria langhe restaurant restaurants for just for 6 on 2 jul 2019 at 2:30 pm in the afternoon,/->/s/#let s go{'location restaurant or cuisine'= 'osteria langhe'|0|'osteria langhe restaurant'; 'date'= '2 jul'|1|'2 jul 2019'; 'time'= '2:30 pm'|1|'2:30 pm in the afternoon'; 'people'= '6 people'|1|'just for 6')}
what's available for a party of 7 people on november 1 2019,/->/s/#let s go{'date'= '1 nov'|1|'november 1  2019'; 'people'= '7 people'|1|'a party of 7 people')}
can you reserve on november 22 2019 for a party of 10 people,restaurant->restaurant#find table{'date'= '22 nov'|1|'november 22  2019'; 'party size'= '10'|1|'a party of 10 people')}
show only restaurants in aurora wilsonville region,/s/->/s/#region{'region'= 'aurora wilsonville'|1|'aurora wilsonville region')}
tell me something about gyu kaku bellevue,/s/->restaurant#restaurant{'restaurant'= 'gyu kaku bellevue'|1|'gyu kaku bellevue')}
choose central bar restaurant at 3:30 afternoon time,/s/->/book/details#time{'time'= '3:30 pm'|1|'3:30 afternoon time'; 'restaurant'= 'central bar restaurant'|1|'central bar restaurant')}
find me a table here for 6:30 evening time,restaurant->/book/details#time{'time'= '6:30 pm'|1|'6:30 evening time')}
find me formento s restaurant restaurants on october 31 2019 at 5:30 pm in the evening,/->/s/#let s go{'location restaurant or cuisine'= 'formento s'|0|'formento s restaurant'; 'date'= '31 oct'|1|'october 31  2019'; 'time'= '5:30 pm'|1|'5:30 pm in the evening')}
available pasta restaurants on 12 nov 2019,/s/->/s/#find table{'date'= '12 nov'|1|'12 nov 2019'; 'location restaurant or cuisine'= 'pasta'|0|'pasta')}
which eden restaurant restaurants are available at 2:30 morning time on july 5 2019,/->/s/#let s go{'location restaurant or cuisine'= 'eden'|0|'eden restaurant'; 'date'= '5 jul'|1|'july 5  2019'; 'time'= '2:30 am'|1|'2:30 morning time')}
do they have any table left on 6 aug 2019,restaurant->restaurant#find table{'date'= '6 aug'|1|'6 aug 2019')}
In which ones can I sit at high top option,/s/->/s/#seating option{'seating option'= 'high top'|1|'high top option')}
proceed with mccormick & schmick's seafood bellevue at 6 evening time,/s/->/book/details#time{'time'= '6:00 pm'|1|'6 evening time'; 'restaurant'= "mccormick & schmick's seafood bellevue"|1|"mccormick & schmick's seafood bellevue")}
select eden restaurant,City->restaurant#select restaurant{'select restaurant'= 'eden'|1|'eden restaurant')}||City->restaurant#select restaurant{'select restaurant'= 'city mouse'|1|'eden restaurant')}
find me southeast asian restaurants,/s/->/s/#find table{'location restaurant or cuisine'= 'southeast asian'|0|'southeast asian')}
find me a restaurant for 8 persons on november 27 2019,/s/->/s/#find table{'date'= '27 nov'|1|'november 27  2019'; 'people'= '8 people'|1|'8 persons')}
which amsterdam restaurants are available for 16 persons,/s/->/s/#find table{'people'= '16 people'|1|'16 persons'; 'location restaurant or cuisine'= 'amsterdam'|0|'amsterdam')}
is it available on 28 aug 2019 at 11:30 morning time,restaurant->restaurant#find table{'time'= '11:30 am'|1|'11:30 morning time'; 'date'= '28 aug'|1|'28 aug 2019')}
restaurant for 12 persons,/->/s/#let s go{'people'= '12 people'|1|'12 persons')}||/s/->/s/#find table{'people'= '12 people'|1|'12 persons')}
more details on tavern on the square,/s/->restaurant#restaurant{'restaurant'= 'tavern on the square'|1|'tavern on the square')}
find me israeli restaurants for a group of 16 friends,/s/->/s/#find table{'people'= '16 people'|1|'a group of 16 friends'; 'location restaurant or cuisine'= 'israeli'|0|'israeli')}
find me jj mahoney s irish pub restaurants on september 11 2019 at 9:30 in the morning,/->/s/#let s go{'location restaurant or cuisine'= 'jj mahoney s irish pub'|0|'jj mahoney s irish pub'; 'date'= '11 sep'|1|'september 11  2019'; 'time'= '9:30 am'|1|'9:30 in the morning')}
what's available for just for 9 on october 25 2019,/->/s/#let s go{'date'= '25 oct'|1|'october 25  2019'; 'people'= '9 people'|1|'just for 9')}
available mercato stellina restaurants at 3:30 am in the morning,/s/->/s/#find table{'time'= '3:30 am'|1|'3:30 am in the morning'; 'location restaurant or cuisine'= 'mercato stellina'|0|'mercato stellina')}
some jj mahoney s irish pub restaurants on november 25 2019,/->/s/#let s go{'location restaurant or cuisine'= 'jj mahoney s irish pub'|0|'jj mahoney s irish pub'; 'date'= '25 nov'|1|'november 25  2019')}
find me a restaurant for 11 persons on 25 dec 2019,/s/->/s/#find table{'date'= '25 dec'|1|'25 dec 2019'; 'people'= '11 people'|1|'11 persons')}
available bj s restaurant brewhouse redmond restaurants for the 19 of us,/->/s/#let s go{'location restaurant or cuisine'= 'bj s restaurant brewhouse redmond'|0|'bj s restaurant brewhouse redmond'; 'people'= '19 people'|1|'the 19 of us')}
