keep only ahnu,/search->/search#filter by brand{'filter by brand'= 'ahnu'|1|'ahnu')}
I'm interested in shop rei outlet and fleece & soft shell,/->/search#select sub category{'select category'= 'shop rei outlet'|1|'shop rei outlet'; 'select sub category'= 'fleece & soft shell'|1|'fleece & soft shell')}
rain jackets for children,/->/search#select sub category{'select category'= 'kids'|1|'children'; 'select sub category'= 'rain jackets'|1|'rain jackets')}
what do they have for kids' only,/search->/search#filter by gender{'filter by gender'= "kids'"|1|"kids'")}
enter 60612 as zip code virgin islands as state italy as country la as city 3123 s taylor st. as street address johnson as last name and john as first name,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '60612'|0|'60612'; 'state'= 'virgin islands'|1|'virgin islands'; 'country'= 'italy'|1|'italy'; 'city'= 'los angeles'|0|'la'; 'street address'= '3123 s taylor st.'|0|'3123 s taylor st.'; 'last name'= 'johnson'|0|'johnson'; 'first name'= 'john'|0|'john')}
go to shop rei outlet and pick running jackets,/->/search#select sub category{'select category'= 'shop rei outlet'|1|'shop rei outlet'; 'select sub category'= 'running jackets'|1|'running jackets')}
my full address is 1033 s oakley blvd. new delhi west virginia 70745 united states and my name is john williams,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '70745'|0|'70745'; 'state'= 'west virginia'|1|'west virginia'; 'country'= 'united states'|1|'united states'; 'city'= 'new delhi'|0|'new delhi'; 'street address'= '1033 s oakley blvd.'|0|'1033 s oakley blvd.'; 'last name'= 'williams'|0|'williams'; 'first name'= 'john'|0|'john')}
show me only protected in cold items,/search->/search#filter by best use{'filter by best use'= 'insulated'|1|'protected in cold')}
I want the blue size xl,/product/->Added to cart confirmation#add to cart{'select color'= 'blue'|1|'blue'; 'select size'= 'xl'|1|'xl')}
to pay you can use my card with the following details: number is 4.56746e15 and security code is 123 and it expires on nov of 2031,/checkout/payment-method->/checkout/confirmation#continue{'credit card'= '4.56746e+15'|0|'4.56746e+15'; 'security code'= '123'|0|'123'; 'expiration month'= '11-nov'|1|'nov'; 'expiration year'= '2031'|1|'2031')}
browse running jackets in the travel category,/->/search#select sub category{'select category'= 'travel'|1|'travel'; 'select sub category'= 'running jackets'|1|'running jackets')}
I want to choose maximum savings,/->/search#select offer{'select offer'= 'big savings'|1|'maximum savings')}
in ladis click on running jackets,/->/search#select sub category{'select category'= 'women'|1|'ladis'; 'select sub category'= 'running jackets'|1|'running jackets')}
show me only the purple ones,/search->/search#filter by color{'filter by color'= 'purple'|1|'purple')}
I need it for less than 12 years old,/search->/search#filter by gender{'filter by gender'= "kids'"|1|'less than 12 years old')}
use 1.12346e16 as visa for the order,/checkout/payment-method->/checkout/confirmation#continue{'credit card'= '1.12346e+16'|0|'1.12346e+16')}
my full address is 1033 s oakley blvd. redmond connecticut 23678 sweden and my name is james ponting,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '23678'|0|'23678'; 'state'= 'connecticut'|1|'connecticut'; 'country'= 'sweden'|1|'sweden'; 'city'= 'redmond'|0|'redmond'; 'street address'= '1033 s oakley blvd.'|0|'1033 s oakley blvd.'; 'last name'= 'ponting'|0|'ponting'; 'first name'= 'james'|0|'james')}
to pay you can use my card with the following details: number is 1.23456e14 and security code is 123 and it expires on 05 of 2023,/checkout/payment-method->/checkout/confirmation#continue{'credit card'= '1.23456e+14'|0|'1.23456e+14'; 'security code'= '123'|0|'123'; 'expiration month'= '5-may'|1|'05'; 'expiration year'= '2023'|1|'2023')}
fill in the checkout details as follows: city is boston street address is 3245 w roosevelt road and my full name is robert miller,/checkout/billing-address->/checkout/contact-info#continue{'city'= 'boston'|0|'boston'; 'street address'= '3245 w roosevelt road'|0|'3245 w roosevelt road'; 'last name'= 'miller'|0|'miller'; 'first name'= 'robert'|0|'robert')}
I'm interested only in jetty,/search->/search#filter by brand{'filter by brand'= 'jetty'|1|'jetty')}
add 4 in color black and size s to my cart,/product/->Added to cart confirmation#add to cart{'select color'= 'black'|1|'black'; 'select size'= 's'|1|'s'; 'change quantity'= '4'|1|'4')}
I'm interested in shop rei outlet and down & insulated,/->/search#select sub category{'select category'= 'shop rei outlet'|1|'shop rei outlet'; 'select sub category'= 'down & insulated'|1|'down & insulated')}
my full address is 2134 e ontario st. boston louisiana 37566 poland and my name is robert ponting,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '37566'|0|'37566'; 'state'= 'louisiana'|1|'louisiana'; 'country'= 'poland'|1|'poland'; 'city'= 'boston'|0|'boston'; 'street address'= '2134 e ontario st.'|0|'2134 e ontario st.'; 'last name'= 'ponting'|0|'ponting'; 'first name'= 'robert'|0|'robert')}
I want the black size l,/product/->Added to cart confirmation#add to cart{'select color'= 'black'|1|'black'; 'select size'= 'l'|1|'l')}
which formal shoes do they have,/->/search#search{'search for great gear clothing'= 'formal shoes'|0|'formal shoes')}
down & insulated for hiking,/->/search#select sub category{'select category'= 'camp & hike'|1|'hiking'; 'select sub category'= 'down & insulated'|1|'down & insulated')}
restrict the results to la sportiva,/search->/search#filter by brand{'filter by brand'= 'la sportiva'|1|'la sportiva')}
order the option in blue and size very large just three pieces with the option deliver to address,/product/->Added to cart confirmation#add to cart{'select color'= 'blue'|1|'blue'; 'pick up mode'= 'ship to address'|1|'deliver to address'; 'select size'= 'xxl'|1|'very large'; 'change quantity'= '3'|1|'three')}
to pay you can use my card with the following details: number is 1.23456e14 and security code is 123 and it expires on 09 of 2032,/checkout/payment-method->/checkout/confirmation#continue{'credit card'= '1.23456e+14'|0|'1.23456e+14'; 'security code'= '123'|0|'123'; 'expiration month'= '9-sep'|1|'09'; 'expiration year'= '2032'|1|'2032')}
Submit order with credit card number 1.23456e14 security code 123 expiration year 2031 and expiration month 05,/checkout/payment-method->/checkout/confirmation#continue{'credit card'= '1.23456e+14'|0|'1.23456e+14'; 'security code'= '123'|0|'123'; 'expiration month'= '5-may'|1|'05'; 'expiration year'= '2031'|1|'2031')}
new items only,/search->/search#filter by features{'filter by features'= 'new arrivals'|1|'new items')}
in the shop rei outlet category select casual jackets,/->/search#select sub category{'select category'= 'shop rei outlet'|1|'shop rei outlet'; 'select sub category'= 'casual jackets'|1|'casual jackets')}
what's available in pants,/->/search#search{'search for great gear clothing'= 'pants'|0|'pants')}
in the ladis department open down & insulated,/->/search#select sub category{'select category'= 'women'|1|'ladis'; 'select sub category'= 'down & insulated'|1|'down & insulated')}
I'm looking for something craghoppers,/search->/search#filter by brand{'filter by brand'= 'craghoppers'|1|'craghoppers')}
order an m white,/product/->Added to cart confirmation#add to cart{'select color'= 'white'|1|'white'; 'select size'= 'm'|1|'m')}
in the hiking department open down & insulated,/->/search#select sub category{'select category'= 'camp & hike'|1|'hiking'; 'select sub category'= 'down & insulated'|1|'down & insulated')}
the number of goodr og sunglasses should be 5,/ShoppingCart->/ShoppingCart#change quantity{'select product'= 'goodr og sunglasses'|1|'goodr og sunglasses'; 'change quantity'= '5'|1|'5')}
enter 43677 as zip code west virginia as state india as country boston as city 2331 n ashland ave as street address johnson as last name and james as first name,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '43677'|0|'43677'; 'state'= 'west virginia'|1|'west virginia'; 'country'= 'india'|1|'india'; 'city'= 'boston'|0|'boston'; 'street address'= '2331 n ashland ave'|0|'2331 n ashland ave'; 'last name'= 'johnson'|0|'johnson'; 'first name'= 'james'|0|'james')}
I'm looking for something that can be used for black,/search->/search#filter by best use{'filter by best use'= 'black'|1|'black')}
my details are  43677 as zip code alabama as state us as country boston as city 2134 e ontario st. as address williams as surname and robert as first name,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '43677'|0|'43677'; 'state'= 'alabama'|1|'alabama'; 'country'= 'united states'|1|'us'; 'city'= 'boston'|0|'boston'; 'street address'= '2134 e ontario st.'|0|'2134 e ontario st.'; 'last name'= 'williams'|0|'williams'; 'first name'= 'robert'|0|'robert')}
I'm looking for something that can be used for nylon / nylon blend,/search->/search#filter by best use{'filter by best use'= 'nylon / nylon blend'|1|'nylon / nylon blend')}
Submit order with credit card number 1.12346e16 security code 123 expiration year 2020 and expiration month november,/checkout/payment-method->/checkout/confirmation#continue{'credit card'= '1.12346e+16'|0|'1.12346e+16'; 'security code'= '123'|0|'123'; 'expiration month'= '11-nov'|1|'november'; 'expiration year'= '2020'|1|'2020')}
my details are  43677 as zip code idaho as state united states as country london as city 1033 s oakley blvd. as address ponting as surname and david as first name,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '43677'|0|'43677'; 'state'= 'idaho'|1|'idaho'; 'country'= 'united states'|1|'united states'; 'city'= 'london'|0|'london'; 'street address'= '1033 s oakley blvd.'|0|'1033 s oakley blvd.'; 'last name'= 'ponting'|0|'ponting'; 'first name'= 'david'|0|'david')}
add it in color brown and size xxl,/product/->Added to cart confirmation#add to cart{'select color'= 'brown'|1|'brown'; 'select size'= 'xxl'|1|'xxl')}
enter name as david and surname as brown,/checkout/billing-address->/checkout/contact-info#continue{'last name'= 'brown'|0|'brown'; 'first name'= 'david'|0|'david')}
go to hiking and choose fleece & soft shell,/->/search#select sub category{'select category'= 'camp & hike'|1|'hiking'; 'select sub category'= 'fleece & soft shell'|1|'fleece & soft shell')}
I would like to shop for snow shoes,/->/search#search{'search for great gear clothing'= 'snow shoes'|0|'snow shoes')}
I need to change the quantity for lems trailhead sneakers: enter 1,/ShoppingCart->/ShoppingCart#change quantity{'select product'= 'lems trailhead sneakers'|1|'lems trailhead sneakers'; 'change quantity'= '1'|1|'1')}
my details are  70745 as zip code maryland as state france as country chicago as city 3245 w roosevelt road as address ponting as surname and john as first name,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '70745'|0|'70745'; 'state'= 'maryland'|1|'maryland'; 'country'= 'france'|1|'france'; 'city'= 'chicago'|0|'chicago'; 'street address'= '3245 w roosevelt road'|0|'3245 w roosevelt road'; 'last name'= 'ponting'|0|'ponting'; 'first name'= 'john'|0|'john')}
I'd like something with holden brand,/search->/search#filter by brand{'filter by brand'= 'holden'|1|'holden')}
update the number of items to 8,/ShoppingCart->/ShoppingCart#change quantity{'change quantity'= '8'|1|'8')}
filter by hooded,/search->/search#filter by best use{'filter by best use'= 'hooded'|1|'hooded')}
more on obermeyer haana insulated jacket,/search->/product/#select product{'select product'= "obermeyer haana insulated jacket girls'"|1|'obermeyer haana insulated jacket')}
filter by khaki,/search->/search#filter by color{'filter by color'= 'khaki'|1|'khaki')}
keep only the boot accessories category,/search->/search#filter by category{'filter by category'= 'footwear accessories'|1|'boot accessories')}
add 2 in color white and size xl to my cart,/product/->Added to cart confirmation#add to cart{'select color'= 'white'|1|'white'; 'select size'= 'xl'|1|'xl'; 'change quantity'= '2'|1|'2')}
order the option in black and size moderate just 9 pieces with the option store pick up,/product/->Added to cart confirmation#add to cart{'select color'= 'black'|1|'black'; 'pick up mode'= 'pick up in store free'|1|'store pick up'; 'select size'= 'm'|1|'moderate'; 'change quantity'= '9'|1|'9')}
restrict the results to dakine,/search->/search#filter by brand{'filter by brand'= 'dakine'|1|'dakine')}
which are gray,/search->/search#filter by color{'filter by color'= 'gray'|1|'gray')}
filter the results by outdoor research,/search->/search#filter by brand{'filter by brand'= 'outdoor research'|1|'outdoor research')}||/search->/search#filter by best use{'filter by best use'= 'outdoor research'|1|'outdoor research')}
filter by the north face results,/search->/search#filter by brand{'filter by brand'= 'the north face'|1|'the north face')}
